duration,width,height,bitrate,framerate,frames,size,o_bitrate,o_framerate,o_width,o_height,utime
130.35667,176,144,54590,12,1564,889537,56000,12,176,144,0.612
130.35667,176,144,54590,12,1564,889537,56000,12,320,240,0.98
130.35667,176,144,54590,12,1564,889537,56000,12,480,360,1.216
130.35667,176,144,54590,12,1564,889537,56000,12,640,480,1.692
130.35667,176,144,54590,12,1564,889537,56000,12,1280,720,3.456
130.35667,176,144,54590,12,1564,889537,56000,12,1920,1080,6.32
130.35667,176,144,54590,12,1564,889537,56000,15,176,144,0.728
130.35667,176,144,54590,12,1564,889537,56000,15,320,240,0.944
130.35667,176,144,54590,12,1564,889537,56000,15,480,360,1.476
130.35667,176,144,54590,12,1564,889537,56000,15,640,480,1.964
130.35667,176,144,54590,12,1564,889537,56000,15,1280,720,3.968
130.35667,176,144,54590,12,1564,889537,56000,15,1920,1080,8.081
130.35667,176,144,54590,12,1564,889537,56000,24,176,144,0.896
130.35667,176,144,54590,12,1564,889537,56000,24,320,240,1.332
130.35667,176,144,54590,12,1564,889537,56000,24,480,360,2.08
130.35667,176,144,54590,12,1564,889537,56000,24,640,480,2.932
130.35667,176,144,54590,12,1564,889537,56000,24,1280,720,5.724
130.35667,176,144,54590,12,1564,889537,56000,24,1920,1080,11.613
130.35667,176,144,54590,12,1564,889537,56000,25,176,144,0.824
130.35667,176,144,54590,12,1564,889537,56000,25,320,240,1.244
130.35667,176,144,54590,12,1564,889537,56000,25,480,360,2.012
130.35667,176,144,54590,12,1564,889537,56000,25,640,480,2.86
130.35667,176,144,54590,12,1564,889537,56000,25,1280,720,6.6
130.35667,176,144,54590,12,1564,889537,56000,25,1920,1080,11.429
130.35667,176,144,54590,12,1564,889537,56000,29.97,176,144,0.92
130.35667,176,144,54590,12,1564,889537,56000,29.97,320,240,1.104
130.35667,176,144,54590,12,1564,889537,56000,29.97,480,360,2.288
130.35667,176,144,54590,12,1564,889537,56000,29.97,640,480,2.54
130.35667,176,144,54590,12,1564,889537,56000,29.97,1280,720,7.12
130.35667,176,144,54590,12,1564,889537,56000,29.97,1920,1080,13.517
130.35667,176,144,54590,12,1564,889537,109000,12,176,144,0.68
130.35667,176,144,54590,12,1564,889537,109000,12,320,240,1.06
130.35667,176,144,54590,12,1564,889537,109000,12,480,360,1.268
130.35667,176,144,54590,12,1564,889537,109000,12,640,480,1.7
130.35667,176,144,54590,12,1564,889537,109000,12,1280,720,3.264
130.35667,176,144,54590,12,1564,889537,109000,12,1920,1080,6.276
130.35667,176,144,54590,12,1564,889537,109000,15,176,144,0.672
130.35667,176,144,54590,12,1564,889537,109000,15,320,240,0.996
130.35667,176,144,54590,12,1564,889537,109000,15,480,360,1.26
130.35667,176,144,54590,12,1564,889537,109000,15,640,480,1.436
130.35667,176,144,54590,12,1564,889537,109000,15,1280,720,3.588
130.35667,176,144,54590,12,1564,889537,109000,15,1920,1080,7.392
130.35667,176,144,54590,12,1564,889537,109000,24,176,144,0.56
130.35667,176,144,54590,12,1564,889537,109000,24,320,240,0.984
130.35667,176,144,54590,12,1564,889537,109000,24,480,360,1.46
130.35667,176,144,54590,12,1564,889537,109000,24,640,480,2.272
130.35667,176,144,54590,12,1564,889537,109000,24,1280,720,5.992
130.35667,176,144,54590,12,1564,889537,109000,24,1920,1080,10.645
130.35667,176,144,54590,12,1564,889537,109000,25,176,144,0.82
130.35667,176,144,54590,12,1564,889537,109000,25,320,240,1.292
130.35667,176,144,54590,12,1564,889537,109000,25,480,360,1.96
130.35667,176,144,54590,12,1564,889537,109000,25,640,480,2.36
130.35667,176,144,54590,12,1564,889537,109000,25,1280,720,5.752
130.35667,176,144,54590,12,1564,889537,109000,25,1920,1080,10.813
130.35667,176,144,54590,12,1564,889537,109000,29.97,176,144,0.768
130.35667,176,144,54590,12,1564,889537,109000,29.97,320,240,1.444
130.35667,176,144,54590,12,1564,889537,109000,29.97,480,360,2.176
130.35667,176,144,54590,12,1564,889537,109000,29.97,640,480,3.044
130.35667,176,144,54590,12,1564,889537,109000,29.97,1280,720,7.028
130.35667,176,144,54590,12,1564,889537,109000,29.97,1920,1080,13.673
130.35667,176,144,54590,12,1564,889537,242000,12,176,144,0.688
130.35667,176,144,54590,12,1564,889537,242000,12,320,240,1.08
130.35667,176,144,54590,12,1564,889537,242000,12,480,360,1.388
130.35667,176,144,54590,12,1564,889537,242000,12,640,480,1.66
130.35667,176,144,54590,12,1564,889537,242000,12,1280,720,3.732
130.35667,176,144,54590,12,1564,889537,242000,12,1920,1080,6.52
130.35667,176,144,54590,12,1564,889537,242000,15,176,144,0.652
130.35667,176,144,54590,12,1564,889537,242000,15,320,240,1.084
130.35667,176,144,54590,12,1564,889537,242000,15,480,360,1.524
130.35667,176,144,54590,12,1564,889537,242000,15,640,480,2.02
130.35667,176,144,54590,12,1564,889537,242000,15,1280,720,3.96
130.35667,176,144,54590,12,1564,889537,242000,15,1920,1080,7.82
130.35667,176,144,54590,12,1564,889537,242000,24,176,144,0.844
130.35667,176,144,54590,12,1564,889537,242000,24,320,240,1.348
130.35667,176,144,54590,12,1564,889537,242000,24,480,360,2.112
130.35667,176,144,54590,12,1564,889537,242000,24,640,480,2.616
130.35667,176,144,54590,12,1564,889537,242000,24,1280,720,6.572
130.35667,176,144,54590,12,1564,889537,242000,24,1920,1080,12.605
130.35667,176,144,54590,12,1564,889537,242000,25,176,144,0.908
130.35667,176,144,54590,12,1564,889537,242000,25,320,240,1.42
130.35667,176,144,54590,12,1564,889537,242000,25,480,360,2.096
130.35667,176,144,54590,12,1564,889537,242000,25,640,480,2.444
130.35667,176,144,54590,12,1564,889537,242000,25,1280,720,6.004
130.35667,176,144,54590,12,1564,889537,242000,25,1920,1080,11.601
130.35667,176,144,54590,12,1564,889537,242000,29.97,176,144,1.06
130.35667,176,144,54590,12,1564,889537,242000,29.97,320,240,1.46
130.35667,176,144,54590,12,1564,889537,242000,29.97,480,360,2.408
130.35667,176,144,54590,12,1564,889537,242000,29.97,640,480,3.324
130.35667,176,144,54590,12,1564,889537,242000,29.97,1280,720,7.388
130.35667,176,144,54590,12,1564,889537,242000,29.97,1920,1080,15.273
130.35667,176,144,54590,12,1564,889537,539000,12,176,144,0.652
130.35667,176,144,54590,12,1564,889537,539000,12,320,240,1.116
130.35667,176,144,54590,12,1564,889537,539000,12,480,360,1.456
130.35667,176,144,54590,12,1564,889537,539000,12,640,480,1.956
130.35667,176,144,54590,12,1564,889537,539000,12,1280,720,3.572
130.35667,176,144,54590,12,1564,889537,539000,12,1920,1080,6.732
130.35667,176,144,54590,12,1564,889537,539000,15,176,144,0.7
130.35667,176,144,54590,12,1564,889537,539000,15,320,240,1.132
130.35667,176,144,54590,12,1564,889537,539000,15,480,360,1.684
130.35667,176,144,54590,12,1564,889537,539000,15,640,480,2.336
130.35667,176,144,54590,12,1564,889537,539000,15,1280,720,4.332
130.35667,176,144,54590,12,1564,889537,539000,15,1920,1080,7.7
130.35667,176,144,54590,12,1564,889537,539000,24,176,144,0.88
130.35667,176,144,54590,12,1564,889537,539000,24,320,240,1.488
130.35667,176,144,54590,12,1564,889537,539000,24,480,360,2.188
130.35667,176,144,54590,12,1564,889537,539000,24,640,480,3.092
130.35667,176,144,54590,12,1564,889537,539000,24,1280,720,5.648
130.35667,176,144,54590,12,1564,889537,539000,24,1920,1080,11.853
130.35667,176,144,54590,12,1564,889537,539000,25,176,144,0.84
130.35667,176,144,54590,12,1564,889537,539000,25,320,240,1.352
130.35667,176,144,54590,12,1564,889537,539000,25,480,360,2.22
130.35667,176,144,54590,12,1564,889537,539000,25,640,480,2.992
130.35667,176,144,54590,12,1564,889537,539000,25,1280,720,6.544
130.35667,176,144,54590,12,1564,889537,539000,25,1920,1080,12.493
130.35667,176,144,54590,12,1564,889537,539000,29.97,176,144,1.056
130.35667,176,144,54590,12,1564,889537,539000,29.97,320,240,1.664
130.35667,176,144,54590,12,1564,889537,539000,29.97,480,360,2.524
130.35667,176,144,54590,12,1564,889537,539000,29.97,640,480,2.736
130.35667,176,144,54590,12,1564,889537,539000,29.97,1280,720,7.656
130.35667,176,144,54590,12,1564,889537,539000,29.97,1920,1080,14.153
130.35667,176,144,54590,12,1564,889537,820000,12,176,144,0.676
130.35667,176,144,54590,12,1564,889537,820000,12,320,240,1.084
130.35667,176,144,54590,12,1564,889537,820000,12,480,360,1.54
130.35667,176,144,54590,12,1564,889537,820000,12,640,480,1.992
130.35667,176,144,54590,12,1564,889537,820000,12,1280,720,3.28
130.35667,176,144,54590,12,1564,889537,820000,12,1920,1080,7.172
130.35667,176,144,54590,12,1564,889537,820000,15,176,144,0.784
130.35667,176,144,54590,12,1564,889537,820000,15,320,240,1.252
130.35667,176,144,54590,12,1564,889537,820000,15,480,360,1.396
130.35667,176,144,54590,12,1564,889537,820000,15,640,480,2.352
130.35667,176,144,54590,12,1564,889537,820000,15,1280,720,3.864
130.35667,176,144,54590,12,1564,889537,820000,15,1920,1080,8.397
130.35667,176,144,54590,12,1564,889537,820000,24,176,144,0.988
130.35667,176,144,54590,12,1564,889537,820000,24,320,240,1.464
130.35667,176,144,54590,12,1564,889537,820000,24,480,360,2.444
130.35667,176,144,54590,12,1564,889537,820000,24,640,480,3.076
130.35667,176,144,54590,12,1564,889537,820000,24,1280,720,6.184
130.35667,176,144,54590,12,1564,889537,820000,24,1920,1080,12.541
130.35667,176,144,54590,12,1564,889537,820000,25,176,144,0.856
130.35667,176,144,54590,12,1564,889537,820000,25,320,240,1.336
130.35667,176,144,54590,12,1564,889537,820000,25,480,360,2.424
130.35667,176,144,54590,12,1564,889537,820000,25,640,480,2.844
130.35667,176,144,54590,12,1564,889537,820000,25,1280,720,5.828
130.35667,176,144,54590,12,1564,889537,820000,25,1920,1080,12.165
130.35667,176,144,54590,12,1564,889537,820000,29.97,176,144,0.94
130.35667,176,144,54590,12,1564,889537,820000,29.97,320,240,1.728
130.35667,176,144,54590,12,1564,889537,820000,29.97,480,360,2.628
130.35667,176,144,54590,12,1564,889537,820000,29.97,640,480,3.66
130.35667,176,144,54590,12,1564,889537,820000,29.97,1280,720,7.264
130.35667,176,144,54590,12,1564,889537,820000,29.97,1920,1080,14.185
130.35667,176,144,54590,12,1564,889537,3000000,12,176,144,0.576
130.35667,176,144,54590,12,1564,889537,3000000,12,320,240,1.168
130.35667,176,144,54590,12,1564,889537,3000000,12,480,360,1.664
130.35667,176,144,54590,12,1564,889537,3000000,12,640,480,2.264
130.35667,176,144,54590,12,1564,889537,3000000,12,1280,720,4.82
130.35667,176,144,54590,12,1564,889537,3000000,12,1920,1080,7.396
130.35667,176,144,54590,12,1564,889537,3000000,15,176,144,0.58
130.35667,176,144,54590,12,1564,889537,3000000,15,320,240,1.124
130.35667,176,144,54590,12,1564,889537,3000000,15,480,360,1.828
130.35667,176,144,54590,12,1564,889537,3000000,15,640,480,2.592
130.35667,176,144,54590,12,1564,889537,3000000,15,1280,720,5.412
130.35667,176,144,54590,12,1564,889537,3000000,15,1920,1080,9.013
130.35667,176,144,54590,12,1564,889537,3000000,24,176,144,0.92
130.35667,176,144,54590,12,1564,889537,3000000,24,320,240,1.524
130.35667,176,144,54590,12,1564,889537,3000000,24,480,360,2.364
130.35667,176,144,54590,12,1564,889537,3000000,24,640,480,2.592
130.35667,176,144,54590,12,1564,889537,3000000,24,1280,720,6.42
130.35667,176,144,54590,12,1564,889537,3000000,24,1920,1080,11.153
130.35667,176,144,54590,12,1564,889537,3000000,25,176,144,0.916
130.35667,176,144,54590,12,1564,889537,3000000,25,320,240,1.46
130.35667,176,144,54590,12,1564,889537,3000000,25,480,360,2.416
130.35667,176,144,54590,12,1564,889537,3000000,25,640,480,3.056
130.35667,176,144,54590,12,1564,889537,3000000,25,1280,720,7.248
130.35667,176,144,54590,12,1564,889537,3000000,25,1920,1080,11.897
130.35667,176,144,54590,12,1564,889537,3000000,29.97,176,144,1.072
130.35667,176,144,54590,12,1564,889537,3000000,29.97,320,240,1.824
130.35667,176,144,54590,12,1564,889537,3000000,29.97,480,360,2.408
130.35667,176,144,54590,12,1564,889537,3000000,29.97,640,480,3.188
130.35667,176,144,54590,12,1564,889537,3000000,29.97,1280,720,7.756
130.35667,176,144,54590,12,1564,889537,3000000,29.97,1920,1080,13.081
130.35667,176,144,54590,12,1564,889537,5000000,12,176,144,0.636
130.35667,176,144,54590,12,1564,889537,5000000,12,320,240,1.148
130.35667,176,144,54590,12,1564,889537,5000000,12,480,360,1.62
130.35667,176,144,54590,12,1564,889537,5000000,12,640,480,2.1
130.35667,176,144,54590,12,1564,889537,5000000,12,1280,720,4.716
130.35667,176,144,54590,12,1564,889537,5000000,12,1920,1080,7.552
130.35667,176,144,54590,12,1564,889537,5000000,15,176,144,0.72
130.35667,176,144,54590,12,1564,889537,5000000,15,320,240,1.324
130.35667,176,144,54590,12,1564,889537,5000000,15,480,360,1.588
130.35667,176,144,54590,12,1564,889537,5000000,15,640,480,2.544
130.35667,176,144,54590,12,1564,889537,5000000,15,1280,720,4.984
130.35667,176,144,54590,12,1564,889537,5000000,15,1920,1080,8.697
130.35667,176,144,54590,12,1564,889537,5000000,24,176,144,0.844
130.35667,176,144,54590,12,1564,889537,5000000,24,320,240,1.62
130.35667,176,144,54590,12,1564,889537,5000000,24,480,360,2.284
130.35667,176,144,54590,12,1564,889537,5000000,24,640,480,3.208
130.35667,176,144,54590,12,1564,889537,5000000,24,1280,720,6.936
130.35667,176,144,54590,12,1564,889537,5000000,24,1920,1080,12.029
130.35667,176,144,54590,12,1564,889537,5000000,25,176,144,0.896
130.35667,176,144,54590,12,1564,889537,5000000,25,320,240,1.548
130.35667,176,144,54590,12,1564,889537,5000000,25,480,360,2.44
130.35667,176,144,54590,12,1564,889537,5000000,25,640,480,3.572
130.35667,176,144,54590,12,1564,889537,5000000,25,1280,720,7
130.35667,176,144,54590,12,1564,889537,5000000,25,1920,1080,12.165
130.35667,176,144,54590,12,1564,889537,5000000,29.97,176,144,0.956
130.35667,176,144,54590,12,1564,889537,5000000,29.97,320,240,1.848
130.35667,176,144,54590,12,1564,889537,5000000,29.97,480,360,2.612
130.35667,176,144,54590,12,1564,889537,5000000,29.97,640,480,3.48
130.35667,176,144,54590,12,1564,889537,5000000,29.97,1280,720,9.381
130.35667,176,144,54590,12,1564,889537,5000000,29.97,1920,1080,13.397
130.35667,176,144,54590,12,1564,889537,56000,12,176,144,1.224
130.35667,176,144,54590,12,1564,889537,56000,12,320,240,2.048
130.35667,176,144,54590,12,1564,889537,56000,12,480,360,3.056
130.35667,176,144,54590,12,1564,889537,56000,12,640,480,4.336
130.35667,176,144,54590,12,1564,889537,56000,12,1280,720,9.513
130.35667,176,144,54590,12,1564,889537,56000,12,1920,1080,18.033
130.35667,176,144,54590,12,1564,889537,56000,15,176,144,1.3
130.35667,176,144,54590,12,1564,889537,56000,15,320,240,2.204
130.35667,176,144,54590,12,1564,889537,56000,15,480,360,3.248
130.35667,176,144,54590,12,1564,889537,56000,15,640,480,4.568
130.35667,176,144,54590,12,1564,889537,56000,15,1280,720,9.525
130.35667,176,144,54590,12,1564,889537,56000,15,1920,1080,17.921
130.35667,176,144,54590,12,1564,889537,56000,24,176,144,1.18
130.35667,176,144,54590,12,1564,889537,56000,24,320,240,2.012
130.35667,176,144,54590,12,1564,889537,56000,24,480,360,3.072
130.35667,176,144,54590,12,1564,889537,56000,24,640,480,4.316
130.35667,176,144,54590,12,1564,889537,56000,24,1280,720,9.373
130.35667,176,144,54590,12,1564,889537,56000,24,1920,1080,18.005
130.35667,176,144,54590,12,1564,889537,56000,25,176,144,1.22
130.35667,176,144,54590,12,1564,889537,56000,25,320,240,2.02
130.35667,176,144,54590,12,1564,889537,56000,25,480,360,3.068
130.35667,176,144,54590,12,1564,889537,56000,25,640,480,4.448
130.35667,176,144,54590,12,1564,889537,56000,25,1280,720,9.593
130.35667,176,144,54590,12,1564,889537,56000,25,1920,1080,18.149
130.35667,176,144,54590,12,1564,889537,56000,29.97,176,144,1.268
130.35667,176,144,54590,12,1564,889537,56000,29.97,320,240,2.052
130.35667,176,144,54590,12,1564,889537,56000,29.97,480,360,3.048
130.35667,176,144,54590,12,1564,889537,56000,29.97,640,480,4.38
130.35667,176,144,54590,12,1564,889537,56000,29.97,1280,720,9.533
130.35667,176,144,54590,12,1564,889537,56000,29.97,1920,1080,18.209
130.35667,176,144,54590,12,1564,889537,109000,12,176,144,1.344
130.35667,176,144,54590,12,1564,889537,109000,12,320,240,2.356
130.35667,176,144,54590,12,1564,889537,109000,12,480,360,3.408
130.35667,176,144,54590,12,1564,889537,109000,12,640,480,4.688
130.35667,176,144,54590,12,1564,889537,109000,12,1280,720,9.737
130.35667,176,144,54590,12,1564,889537,109000,12,1920,1080,18.609
130.35667,176,144,54590,12,1564,889537,109000,15,176,144,1.34
130.35667,176,144,54590,12,1564,889537,109000,15,320,240,2.512
130.35667,176,144,54590,12,1564,889537,109000,15,480,360,3.872
130.35667,176,144,54590,12,1564,889537,109000,15,640,480,5.116
130.35667,176,144,54590,12,1564,889537,109000,15,1280,720,10.137
130.35667,176,144,54590,12,1564,889537,109000,15,1920,1080,19.053
130.35667,176,144,54590,12,1564,889537,109000,24,176,144,1.304
130.35667,176,144,54590,12,1564,889537,109000,24,320,240,2.384
130.35667,176,144,54590,12,1564,889537,109000,24,480,360,3.556
130.35667,176,144,54590,12,1564,889537,109000,24,640,480,4.668
130.35667,176,144,54590,12,1564,889537,109000,24,1280,720,9.889
130.35667,176,144,54590,12,1564,889537,109000,24,1920,1080,18.541
130.35667,176,144,54590,12,1564,889537,109000,25,176,144,1.356
130.35667,176,144,54590,12,1564,889537,109000,25,320,240,2.384
130.35667,176,144,54590,12,1564,889537,109000,25,480,360,3.596
130.35667,176,144,54590,12,1564,889537,109000,25,640,480,4.7
130.35667,176,144,54590,12,1564,889537,109000,25,1280,720,9.961
130.35667,176,144,54590,12,1564,889537,109000,25,1920,1080,18.745
130.35667,176,144,54590,12,1564,889537,109000,29.97,176,144,1.308
130.35667,176,144,54590,12,1564,889537,109000,29.97,320,240,2.488
130.35667,176,144,54590,12,1564,889537,109000,29.97,480,360,3.492
130.35667,176,144,54590,12,1564,889537,109000,29.97,640,480,4.64
130.35667,176,144,54590,12,1564,889537,109000,29.97,1280,720,9.933
130.35667,176,144,54590,12,1564,889537,109000,29.97,1920,1080,18.673
130.35667,176,144,54590,12,1564,889537,242000,12,176,144,1.372
130.35667,176,144,54590,12,1564,889537,242000,12,320,240,2.72
130.35667,176,144,54590,12,1564,889537,242000,12,480,360,4.196
130.35667,176,144,54590,12,1564,889537,242000,12,640,480,5.588
130.35667,176,144,54590,12,1564,889537,242000,12,1280,720,10.321
130.35667,176,144,54590,12,1564,889537,242000,12,1920,1080,19.249
130.35667,176,144,54590,12,1564,889537,242000,15,176,144,1.32
130.35667,176,144,54590,12,1564,889537,242000,15,320,240,2.9
130.35667,176,144,54590,12,1564,889537,242000,15,480,360,4.584
130.35667,176,144,54590,12,1564,889537,242000,15,640,480,6.084
130.35667,176,144,54590,12,1564,889537,242000,15,1280,720,11.033
130.35667,176,144,54590,12,1564,889537,242000,15,1920,1080,20.005
130.35667,176,144,54590,12,1564,889537,242000,24,176,144,1.344
130.35667,176,144,54590,12,1564,889537,242000,24,320,240,2.724
130.35667,176,144,54590,12,1564,889537,242000,24,480,360,4.128
130.35667,176,144,54590,12,1564,889537,242000,24,640,480,5.588
130.35667,176,144,54590,12,1564,889537,242000,24,1280,720,10.301
130.35667,176,144,54590,12,1564,889537,242000,24,1920,1080,19.189
130.35667,176,144,54590,12,1564,889537,242000,25,176,144,1.372
130.35667,176,144,54590,12,1564,889537,242000,25,320,240,2.704
130.35667,176,144,54590,12,1564,889537,242000,25,480,360,4.208
130.35667,176,144,54590,12,1564,889537,242000,25,640,480,5.664
130.35667,176,144,54590,12,1564,889537,242000,25,1280,720,10.173
130.35667,176,144,54590,12,1564,889537,242000,25,1920,1080,19.353
130.35667,176,144,54590,12,1564,889537,242000,29.97,176,144,1.36
130.35667,176,144,54590,12,1564,889537,242000,29.97,320,240,2.708
130.35667,176,144,54590,12,1564,889537,242000,29.97,480,360,4.156
130.35667,176,144,54590,12,1564,889537,242000,29.97,640,480,5.676
130.35667,176,144,54590,12,1564,889537,242000,29.97,1280,720,10.229
130.35667,176,144,54590,12,1564,889537,242000,29.97,1920,1080,19.665
130.35667,176,144,54590,12,1564,889537,539000,12,176,144,1.252
130.35667,176,144,54590,12,1564,889537,539000,12,320,240,3.116
130.35667,176,144,54590,12,1564,889537,539000,12,480,360,5.064
130.35667,176,144,54590,12,1564,889537,539000,12,640,480,6.624
130.35667,176,144,54590,12,1564,889537,539000,12,1280,720,12.309
130.35667,176,144,54590,12,1564,889537,539000,12,1920,1080,20.737
130.35667,176,144,54590,12,1564,889537,539000,15,176,144,1.252
130.35667,176,144,54590,12,1564,889537,539000,15,320,240,3.128
130.35667,176,144,54590,12,1564,889537,539000,15,480,360,5.236
130.35667,176,144,54590,12,1564,889537,539000,15,640,480,7.116
130.35667,176,144,54590,12,1564,889537,539000,15,1280,720,13.957
130.35667,176,144,54590,12,1564,889537,539000,15,1920,1080,22.741
130.35667,176,144,54590,12,1564,889537,539000,24,176,144,1.284
130.35667,176,144,54590,12,1564,889537,539000,24,320,240,3.256
130.35667,176,144,54590,12,1564,889537,539000,24,480,360,5.076
130.35667,176,144,54590,12,1564,889537,539000,24,640,480,6.8
130.35667,176,144,54590,12,1564,889537,539000,24,1280,720,12.701
130.35667,176,144,54590,12,1564,889537,539000,24,1920,1080,20.937
130.35667,176,144,54590,12,1564,889537,539000,25,176,144,1.248
130.35667,176,144,54590,12,1564,889537,539000,25,320,240,3.072
130.35667,176,144,54590,12,1564,889537,539000,25,480,360,4.9
130.35667,176,144,54590,12,1564,889537,539000,25,640,480,6.768
130.35667,176,144,54590,12,1564,889537,539000,25,1280,720,12.197
130.35667,176,144,54590,12,1564,889537,539000,25,1920,1080,20.713
130.35667,176,144,54590,12,1564,889537,539000,29.97,176,144,1.316
130.35667,176,144,54590,12,1564,889537,539000,29.97,320,240,3.124
130.35667,176,144,54590,12,1564,889537,539000,29.97,480,360,5.168
130.35667,176,144,54590,12,1564,889537,539000,29.97,640,480,7.028
130.35667,176,144,54590,12,1564,889537,539000,29.97,1280,720,12.729
130.35667,176,144,54590,12,1564,889537,539000,29.97,1920,1080,20.745
130.35667,176,144,54590,12,1564,889537,820000,12,176,144,1.26
130.35667,176,144,54590,12,1564,889537,820000,12,320,240,3.096
